S.NO,REGULATION,Year,SEMESTER,ODD EVEN,DEPARTMENT,Course Code,Course Title,L,T,P,C,"As per Regulation
L/T/P",Category,Venue,Faculty
1060,2023,2,4,EVEN,Mechatronics Engineering,MT23432,Microcontrollers and Embedded Systems,3,0,2,4,5,LOT,Microprocessor lab-1,Mechatronics
1061,2023,2,4,EVEN,Mechatronics Engineering,MT23433,Sensors and Instrumentation,3,0,2,4,5,LOT,Industrial Automation Lab,Mechatronics
1062,2023,2,4,EVEN,Mechatronics Engineering,MT23434,System Dynamics and Control,2,0,2,3,4,LOT,MCT CAD Lab,Mechatronics
1063,2023,2,4,EVEN,Mechatronics Engineering,MT23421,Fluid mechanics and Thermal Sciences Laboratory,0,0,4,2,4,Laboratory,Fluid Mechanics Lab,Mechatronics
1064,2023,2,4,EVEN,Mechatronics Engineering,GE23327,Soft Skills – I,0,0,2,1,2,Laboratory,SoftSkill,Placement
1066,2023,3,5,ODD,Mechatronics Engineering,MT23511,Design of Mechatronics System,3,0,0,3,3,Theory,,Mechatronics
1067,2023,3,5,ODD,Mechatronics Engineering,MT23532,Theory of Machines And Mechanisms,3,1,0,4,4,Theory,,Mechatronics
1068,2023,3,5,ODD,Mechatronics Engineering,OE - 2,Open Elective - II,3,0,0,3,3,Open Elective,,Common Open Elective
1069,2023,3,5,ODD,Mechatronics Engineering,MTPE1,Professional Elective – I,3,0,0,3,3,Professional Elective,,Mechatronics
1070,2023,3,5,ODD,Mechatronics Engineering,MT23531,Industrial Electronics,3,0,2,4,5,LOT,Power Electronics Lab,Mechatronics
1071,2023,3,5,ODD,Mechatronics Engineering,MT23533,Python Programming for Machine Learning,1,0,4,3,5,LOT,Computer Lab,Mechatronics
1072,2023,3,5,ODD,Mechatronics Engineering,MT23521,Theory of Machines Laboratory,0,0,2,1,2,Laboratory,Dynamics Lab,Mechatronics
1073,2023,3,5,ODD,Mechatronics Engineering,MT23521,Industry Internship,0,0,2,1,2,Laboratory,,Mechatronics
1074,2023,3,5,ODD,Mechatronics Engineering,GE23427,Soft Skills – II,0,0,2,1,2,Laboratory,SoftSkill,Mechatronics
1076,2023,3,6,EVEN,Mechatronics Engineering,GE23311,Fundamentals of Management for Engineers,3,0,0,3,3,Theory,,Mechatronics
1077,2023,3,6,EVEN,Mechatronics Engineering,MT23611,Fundamentals of Machine Design,2,1,0,3,3,Theory,,Mechatronics
1078,2023,3,6,EVEN,Mechatronics Engineering,MTPE2,Professional Elective – II,3,0,0,3,3,Professional Elective,,Mechatronics
1079,2023,3,6,EVEN,Mechatronics Engineering,MT23631,Industrial Robotics,2,0,4,4,6,LOT,Isaac Asimov Laboratory,Mechatronics
1080,2023,3,6,EVEN,Mechatronics Engineering,MT23632,Applied Hydraulics and Pneumatics,2,0,4,4,6,LOT,Mechatronics Lab,Mechatronics
1081,2023,3,6,EVEN,Mechatronics Engineering,GE23621,Problem Solving Techniques,1,0,2,2,3,Laboratory,,Mechatronics
1082,2023,3,6,EVEN,Mechatronics Engineering,MT23621,Design Thinking For Innovation In Mechatronics Engineering,0,0,2,1,2,Laboratory,Project Hour,Mechatronics
1084,2023,4,7,ODD,Mechatronics Engineering,MTPE3,Professional Elective – III,3,0,0,3,3,Professional Elective,,Mechatronics
1085,2023,4,7,ODD,Mechatronics Engineering,MTPE4,Professional Elective – IV,3,0,0,3,3,Professional Elective,,Mechatronics
1086,2023,4,7,ODD,Mechatronics Engineering,MT23731,Industrial Automation,2,0,4,4,6,LOT,Industrial Automation Lab,Mechatronics
1087,2023,4,7,ODD,Mechatronics Engineering,MT23732,Machine Vision,2,0,4,4,6,LOT,MCT CAD Lab,Mechatronics
1088,2023,4,7,ODD,Mechatronics Engineering,MT23721,Computer Aided Engineering Laboratory,0,0,2,1,2,Laboratory,MCT CAD Lab,Mechatronics
1089,2023,4,7,ODD,Mechatronics Engineering,MT23721,"Mechatronics Engineering Problem Solving using AI, ML and DL",0,0,4,2,4,Laboratory,Computer Lab,Mechatronics
1090,2023,4,7,ODD,Mechatronics Engineering,MT23722,Project Work (Phase - I),0,0,4,2,4,Laboratory,Project Hour,Mechatronics
1092,2023,4,8,EVEN,Mechatronics Engineering,MTPE5,Professional Elective – V,3,0,0,3,3,Professional Elective,,Mechatronics
1093,2023,4,8,EVEN,Mechatronics Engineering,MTPE6,Professional Elective – VI,3,0,0,3,3,Professional Elective,,Mechatronics
1094,2023,4,8,EVEN,Mechatronics Engineering,MT23821,Project Work (Phase - II),0,0,16,8,,Laboratory,Project Hour,Mechatronics
1095,2023,1,1,ODD,Robotics and Automation,HS23111,Technical Communication -I,2,0,0,2,2,Theory,,English
1096,2023,1,1,ODD,Robotics and Automation,MA23112,Algebra and Calculus,3,1,0,4,4,Theory,,Mathematics
1097,2023,1,1,ODD,Robotics and Automation,GE23111,Engineering Graphics,2,2,0,4,4,Theory,,Mechanical Engineering
1098,2023,1,1,ODD,Robotics and Automation,RO23111,Introduction To Mechanical Systems,2,1,0,3,3,Theory,,Robotics and Automation
1099,2023,1,1,ODD,Robotics and Automation,EE23132,Basic Electrical Engineering,3,0,2,4,5,LOT,Electrical Machines I Lab,Electrical and Electronics Engineering
1100,2023,1,1,ODD,Robotics and Automation,GE23121,Engineering Practices – Civil and Mechanical,0,0,2,1,2,Laboratory,Machine shop - EPL - 1,Mechanical Engineering
1101,2023,1,1,ODD,Robotics and Automation,GE23122,Engineering Practices – Electrical and Electronics,0,0,2,1,2,Laboratory,"Engineering Practices Lab (Electronics), Engineering Practices Lab (Electrical)",Electrical and Electronics Engineering
1102,2023,1,1,ODD,Robotics and Automation,MC23112,Environmental Science and Engineering,3,0,0,0,3,Theory,,English
1103,2023,1,1,ODD,Robotics and Automation,GE23117,தமிழர் மரபு /Heritage of Tamils,1,0,0,1,1,Theory,,Robotics and Automation
1105,2023,1,2,EVEN,Robotics and Automation,MA23212,Differential Equations and Complex Variables,3,1,0,4,4,Theory,,Mathematics
1106,2023,1,2,EVEN,Robotics and Automation,CY23131,Chemistry For Electronics Engineering,3,0,2,4,5,LOT,Chemistry Lab,Chemistry
1107,2023,1,2,EVEN,Robotics and Automation,PH23131,Physics of Materials,3,0,2,4,5,LOT,Physics Lab,Physics
1108,2023,1,2,EVEN,Robotics and Automation,GE23233,Problem Solving and Python Programming,2,0,4,4,6,LOT,Computer Lab,Robotics and Automation
1109,2023,1,2,EVEN,Robotics and Automation,HS23221/HS23222,Technical Communication II/ English for Professional Competence,0,0,2,1,2,Laboratory,,English
1110,2023,1,2,EVEN,Robotics and Automation,RO23221,Computer Aided Modeling Laboratory,0,0,4,2,4,Laboratory,Isaac Asimov Laboratory,Robotics and Automation
1111,2023,1,2,EVEN,Robotics and Automation,GE23217,தமிழரும் தொழில்நுட்பமும் / Tamils and Technology,1,0,0,1,1,Theory,,Robotics and Automation
1112,2023,1,2,EVEN,Robotics and Automation,MC23111,Indian Constitution and Freedom Movement,3,0,0,0,3,Theory,,Robotics and Automation
1113,2023,2,3,ODD,Robotics and Automation,MA23311,Transforms and Applied Partial Differential Equations,3,1,0,4,4,Theory,,Mathematics
1114,2023,2,3,ODD,Robotics and Automation,RO23311,Analog and Digital Electronics,3,0,0,3,3,Theory,,Robotics and Automation
1115,2023,2,3,ODD,Robotics and Automation,RO23312,Theory of Mechanisms and Machines-I,3,1,0,4,4,Theory,,Robotics and Automation
1116,2023,2,3,ODD,Robotics and Automation,RO23313,Sensors in Automation,3,0,0,3,3,Theory,,Robotics and Automation
1117,2023,2,3,ODD,Robotics and Automation,RO23331,Elements of Manufacturing Process,2,0,2,3,4,LOT,Manufacturing Technology II,Robotics and Automation
1118,2023,2,3,ODD,Robotics and Automation,RO23332,Mechanics of Materials,3,0,2,4,5,LOT,Dynamics Lab,Robotics and Automation
1119,2023,2,3,ODD,Robotics and Automation,CS23422,Python Programming for Machine Learning,0,0,4,2,4,Laboratory,Computer Lab,Robotics and Automation
1120,2023,2,4,EVEN,Robotics and Automation,RO23411,Fluid Power Systems,3,0,0,3,3,Theory,,Robotics and Automation
1121,2023,2,4,EVEN,Robotics and Automation,RO23412,Industrial Automation and Control,3,1,0,4,4,Theory,,Robotics and Automation
1122,2023,2,4,EVEN,Robotics and Automation,RO23413,Microcontrollers and Real Time Embedded Systems,3,0,0,3,3,Theory,,Robotics and Automation
1123,2023,2,4,EVEN,Robotics and Automation,RO23414,Robot Kinematics and Dynamics,3,1,0,4,4,Theory,,Robotics and Automation
1124,2023,2,4,EVEN,Robotics and Automation,MA23432,Statistics and Numerical Methods,3,0,2,4,5,LOT,Computer Lab,Mathematics
1125,2023,2,4,EVEN,Robotics and Automation,RO23421,Mechanisms and  Robotics laboratory,0,0,4,2,4,Laboratory,Isaac Asimov Laboratory,Robotics and Automation
1126,2023,2,4,EVEN,Robotics and Automation,RO23422,"Industrial Automation 
 Laboratory-I",0,0,4,2,4,Laboratory,Automation Lab,Robotics and Automation
1127,2023,2,4,EVEN,Robotics and Automation,GE23427,Soft Skills – II,0,0,2,1,2,Laboratory,SoftSkill,Placement
1129,2023,3,5,ODD,Robotics and Automation,RO23511,AI for Robotics,3,0,0,3,3,Theory,,Robotics and Automation
1130,2023,3,5,ODD,Robotics and Automation,RO23512,Theory of Mechanisms and Machines-II,3,1,0,4,4,Theory,,Robotics and Automation
1131,2023,3,5,ODD,Robotics and Automation,ME23511,Machine Design,3,0,0,3,3,Theory,,Robotics and Automation
1132,2023,3,5,ODD,Robotics and Automation,OE - 1,Open Elective - I,3,0,0,3,3,Open Elective,,Common Open Elective
1133,2023,3,5,ODD,Robotics and Automation,ROPE1,Professional Elective – I,3,0,0,3,3,Professional Elective,,Robotics and Automation
1134,2023,3,5,ODD,Robotics and Automation,RO23521,Mobile Robotics laboratory,0,0,4,2,4,Laboratory,Isaac Asimov Laboratory,Robotics and Automation
1135,2023,3,5,ODD,Robotics and Automation,RO23522,"Industrial Automation 
 Laboratory-II",0,0,4,2,4,Laboratory,Automation Lab,Robotics and Automation
1136,2023,3,5,ODD,Robotics and Automation,RO23523,Internship,0,0,2,1,2,Laboratory,,Robotics and Automation
1137,2023,3,5,ODD,Robotics and Automation,GE23521,Soft Skills – II,0,0,2,1,2,Laboratory,SoftSkill,Robotics and Automation
1138,2023,3,6,EVEN,Robotics and Automation,ME23612,Design of Transmission systems,3,0,0,3,3,Theory,,Robotics and Automation
1139,2023,3,6,EVEN,Robotics and Automation,RO23611,Resource Management Techniques,3,1,0,4,4,Theory,,Robotics and Automation
1140,2023,3,6,EVEN,Robotics and Automation,ROPE2,Professional Elective – II,3,0,0,3,3,Professional Elective,,Robotics and Automation
1141,2023,3,6,EVEN,Robotics and Automation,ROPE3,Professional Elective – III,3,0,0,3,3,Professional Elective,,Robotics and Automation
1142,2023,3,6,EVEN,Robotics and Automation,RO23631,Robotic operating System,2,0,2,3,4,LOT,Isaac Asimov Laboratory,Robotics and Automation
1143,2023,3,6,EVEN,Robotics and Automation,RO23632,Robotic Vision and Intelligence,3,0,2,4,5,LOT,Isaac Asimov Laboratory,Robotics and Automation
1144,2023,3,6,EVEN,Robotics and Automation,RO23621,"Innovation and Design
 thinking for Robotics and
 Automation",0,1,2,2,3,LOT,Project Hour,Robotics and Automation
1145,2023,3,6,EVEN,Robotics and Automation,GE23627,Problem Solving Techniques,0,0,2,1,2,Laboratory,,Robotics and Automation
1146,2023,4,7,ODD,Robotics and Automation,RO23711,Aerial Robotics,3,0,0,3,3,Theory,,Robotics and Automation
1147,2023,4,7,ODD,Robotics and Automation,RO23712,Humanoid Robotics,3,0,0,3,3,Theory,,Robotics and Automation
1148,2023,4,7,ODD,Robotics and Automation,ROPE4,Professional Elective – IV,3,0,0,3,3,Professional Elective,,Robotics and Automation
1149,2023,4,7,ODD,Robotics and Automation,OE - 2,Open Elective - II,3,0,0,3,3,Open Elective,,Common Open Elective
1150,2023,4,7,ODD,Robotics and Automation,RO23731,"Robot Path Planning and 
 Programming",3,0,2,4,5,LOT,Isaac Asimov Laboratory,Robotics and Automation
1151,2023,4,7,ODD,Robotics and Automation,RO23721,"Robotics and Automation Problem Solving using AI, ML and DL",0,0,4,2,4,Laboratory,Isaac Asimov Laboratory,Robotics and Automation
1152,2023,4,7,ODD,Robotics and Automation,RO23722,Project Work (Phase - I),0,0,4,2,4,Laboratory,Project Hour,Robotics and Automation
1153,2023,4,8,EVEN,Robotics and Automation,ROPE5,Professional Elective – V,3,0,0,3,3,Professional Elective,,Robotics and Automation
1154,2023,4,8,EVEN,Robotics and Automation,ROPE6,Professional Elective – VI,3,0,0,3,3,Professional Elective,,Robotics and Automation
1155,2023,4,8,EVEN,Robotics and Automation,RO23821,Project Work (Phase - II),0,0,16,8,16,Laboratory,Project Hour,Robotics and Automation
,,,,,,,,,,,,,,Computer Lab (DG02),
,,,,,,,,,,,,,,Computer Lab (DG03),
,,,,,,,,,,,,,,Computer Lab (Arch),
,,,,,,,,,,,,,,Computer Lab (JL1),
,,,,,,,,,,,,,,Computer Lab (JL2),
,,,,,,,,,,,,,,Computer Lab (JL3),
,,,,,,,,,,,,,,Computer Lab (JR1),
,,,,,,,,,,,,,,Computer Lab (JR2),
,,,,,,,,,,,,,,Computer Lab (JR3),
,,,,,,,,,,,,,,Computer Lab (KFL01),
,,,,,,,,,,,,,,Computer Lab (KFL02),
,,,,,,,,,,,,,,Computer Lab (KFL03),
,,,,,,,,,,,,,,Computer Lab (KFR01),
,,,,,,,,,,,,,,Computer Lab (KFR02),
,,,,,,,,,,,,,,Computer Lab (KFR03),
,,,,,,,,,,,,,,Computer Lab (KFR04),
,,,,,,,,,,,,,,Computer Lab (KSL03),
,,,,,,,,,,,,,,Computer Lab (TLGL1),
,,,,,,,,,,,,,,Computer Lab (TLGL2),
,,,,,,,,,,,,,,Computer Lab (TLGL3),
,,,,,,,,,,,,,,Computer Lab (TLGL4),
,,,,,,,,,,,,,,Computer Lab (TLFL1),
,,,,,,,,,,,,,,Computer Lab (TLFL2),
,,,,,,,,,,,,,,Computer Lab (TLFL3),
,,,,,,,,,,,,,,Computer Lab (TLFL4),
,,,,,,,,,,,,,,Computer Lab (TLFL5),
,,,,,,,,,,,,,,Computer Lab (TLFR1),
,,,,,,,,,,,,,,Computer Lab (TLFR2),
,,,,,,,,,,,,,,Computer Lab (TLFR3),
,,,,,,,,,,,,,,Computer Lab (TLFR4),
,,,,,,,,,,,,,,Computer Lab (TLFR5),
,,,,,,,,,,,,,,Computer Lab (TLSL1),
,,,,,,,,,,,,,,Computer Lab (TLSL2),
,,,,,,,,,,,,,,Computer Lab (TLSR1),
